Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
873,01-06-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004470,10,10,2,2
874,21-03-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000315,100,110,7,5
875,07-02-2022,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10001790,160,190,5,4
876,04-04-2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,FUR-FU-10004017,280,320,3,2
877,23-03-2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,TEC-AC-10003628,30,30,1,3
878,13-06-2023,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,TEC-AC-10002049,330,370,3,4
879,18-12-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10003712,10,10,4,2
880,30-06-2022,Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003984,60,70,3,3
881,30-11-2022,Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10004287,1170,1240,5,2
882,11-07-2023,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,OFF-ST-10001321,30,30,2,2
883,10-05-2022,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10001118,10,10,4,4
884,03-06-2022,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,FUR-FU-10000732,20,30,5,2
885,18-11-2022,Standard Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Furnishings,FUR-FU-10001424,20,20,2,5
886,18-07-2022,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10002071,10,10,3,4
887,07-02-2023,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10002486,70,80,12,5
888,16-07-2022,Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,OFF-BI-10001078,30,40,7,5
889,12-10-2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003845,30,30,6,2
890,11-01-2022,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,TEC-AC-10000927,130,150,5,3
891,10-02-2022,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,OFF-BI-10001098,40,50,3,4
892,03-05-2022,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10001622,0,0,1,4
893,07-04-2023,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10003158,20,20,4,2
894,07-02-2023,First Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002660,510,540,8,2
895,05-12-2022,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002205,130,160,7,3
896,13-05-2022,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10003364,60,70,3,2
897,20-11-2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10001099,20,20,2,3
898,17-10-2022,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,OFF-LA-10003923,90,100,7,2
899,06-02-2023,Second Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Paper,OFF-PA-10002250,50,50,8,3
900,20-10-2022,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10004716,10,10,2,3
901,20-05-2023,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Labels,OFF-LA-10001045,10,10,5,5
902,09-09-2023,First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Binders,OFF-BI-10001510,20,20,4,3
903,28-06-2022,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10004536,260,320,3,2
904,01-12-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002947,20,20,3,2
905,25-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10002583,50,60,2,2
906,23-04-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10000019,10,10,2,2
907,26-11-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10003441,280,320,4,4
908,25-07-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004774,70,90,7,4
909,06-07-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003684,40,50,3,3
910,30-03-2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10001494,1010,1200,4,3
911,31-12-2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10004666,1830,1930,7,4
912,08-06-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,OFF-ST-10003816,320,350,2,3
913,21-06-2023,Standard Class,Home Office,United States,Norwich,Connecticut,6360,East,Furniture,Furnishings,FUR-FU-10001935,20,20,6,5
914,09-05-2023,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10004091,40,50,1,5
915,29-05-2023,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10001772,130,140,9,4
916,03-03-2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10001520,90,100,2,4
917,17-05-2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10003379,680,800,4,5
918,18-12-2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10002706,10,10,3,2
919,28-06-2022,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10000056,130,150,3,4
920,13-03-2022,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10001558,10,10,1,5
921,18-12-2022,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10002444,20,20,2,4
922,07-12-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002473,80,90,3,5
923,17-03-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004531,20,20,1,2
924,13-03-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10004487,340,410,5,4
925,04-08-2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003650,720,840,2,3
926,23-05-2022,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003543,20,20,3,3
927,23-01-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10004353,210,250,5,3
928,23-05-2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10000658,40,50,4,3
929,22-02-2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10000696,20,30,2,5
930,23-02-2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10003560,10,10,3,3
931,08-08-2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10001468,90,90,3,2
932,27-06-2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,OFF-PA-10004971,10,10,3,2
933,04-09-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10002195,10,10,3,4
934,09-09-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001745,40,50,8,4
935,18-07-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10004826,20,30,6,3
936,12-05-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001870,20,20,3,3
937,13-12-2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10001058,410,450,2,3
938,11-10-2022,First Class,Corporate,United States,Farmington,New Mexico,87401,West,Technology,Accessories,TEC-AC-10003911,140,160,1,3
939,31-05-2023,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,OFF-PA-10000289,10,10,2,4
940,18-12-2022,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,OFF-AP-10003040,120,130,4,3
941,11-07-2023,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10000350,20,20,2,3
942,15-02-2023,Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Binders,OFF-BI-10001759,10,10,2,4
943,06-04-2023,Standard Class,Corporate,United States,Torrance,California,90503,West,Furniture,Tables,FUR-TA-10000577,900,1110,4,5
944,25-12-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004101,30,30,5,4
945,14-07-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001496,500,540,3,5
946,03-03-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002931,150,170,5,4
947,20-04-2023,First Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,FUR-TA-10002356,320,390,3,3
948,09-06-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003601,420,520,7,5
949,15-06-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000576,810,1010,6,2
950,09-07-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10004154,1950,2070,12,5
951,19-03-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000788,20,20,3,3
952,14-05-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10002479,20,30,6,2
953,23-04-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001940,30,30,4,3
954,03-08-2022,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,OFF-AR-10001958,30,30,2,2
955,15-11-2023,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Furniture,Bookcases,FUR-BO-10004709,70,80,2,5
956,07-02-2022,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,OFF-ST-10000604,160,170,5,4
957,20-08-2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002923,30,30,1,4
958,29-06-2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0,0,2,5
959,23-10-2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10002333,20,20,3,2
960,15-05-2022,Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10004188,190,200,2,4
961,04-09-2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002965,260,320,2,2
962,23-10-2023,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10000145,10,10,2,2
963,16-08-2023,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10001335,20,20,2,5
964,13-09-2022,Second Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,OFF-LA-10001613,0,0,2,5
965,30-04-2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004055,10,10,2,3
966,06-05-2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10004344,40,40,3,5
967,11-07-2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004621,10,10,2,3
968,05-07-2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001281,180,190,4,4
969,19-03-2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001613,10,10,3,5
970,25-10-2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001097,420,500,3,5
971,15-12-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001095,110,130,6,4
972,29-05-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004614,110,120,3,4
973,15-06-2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001575,20,20,2,4
974,17-05-2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001074,20,30,3,5
975,26-06-2022,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10003555,150,160,7,4
976,01-11-2023,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10004492,70,80,3,5
977,03-02-2023,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002012,0,0,2,4
978,16-04-2023,First Class,Corporate,United States,Detroit,Michigan,48205,Central,Technology,Machines,TEC-MA-10000822,2850,3060,2,3
979,15-11-2023,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,OFF-BI-10000848,0,0,2,2
980,27-07-2023,First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2
981,25-04-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003199,570,600,6,5
982,31-03-2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,OFF-AR-10000034,0,0,1,3
983,01-02-2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,TEC-PH-10000560,460,560,2,5
984,16-10-2022,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,FUR-CH-10000665,550,600,5,2
985,27-03-2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,OFF-LA-10001569,10,10,2,2
986,03-04-2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,OFF-EN-10000461,20,30,4,5
987,25-12-2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,TEC-MA-10003066,320,340,3,4
988,28-10-2023,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004022,0,0,2,3
989,14-11-2023,Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,FUR-FU-10004071,490,520,5,4
990,19-02-2023,Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001988,20,20,3,5
991,14-08-2023,Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10004086,1060,1170,5,5
992,16-07-2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001036,10,10,2,2
993,24-06-2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,OFF-FA-10002983,10,10,3,5
994,29-06-2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120,150,5,2
995,24-03-2023,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003925,2200,2720,7,2
996,10-02-2022,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,TEC-PH-10001530,520,620,3,2
997,25-03-2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10003862,10,10,1,4
998,17-02-2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10004258,30,40,3,3
999,25-11-2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,2
1000,05-09-2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001918,30,30,7,3
1001,29-08-2022,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,OFF-AR-10002956,40,40,2,5
1002,02-09-2023,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10003033,2010,2310,7,4
1003,08-10-2022,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002903,960,1090,7,4
1004,23-12-2023,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004621,20,20,3,2
1005,03-08-2022,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,OFF-ST-10000046,450,480,3,2
1006,03-08-2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10001790,110,120,3,4
1007,17-10-2022,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,3,4
1008,17-07-2023,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10002049,0,0,3,4
1009,11-11-2022,Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,OFF-PA-10001509,40,40,5,3
1010,14-03-2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003931,80,100,2,2
1011,30-01-2022,First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10001602,140,150,4,5
1012,21-12-2023,Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,FUR-FU-10004848,140,160,3,3
1013,14-04-2022,Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,OFF-ST-10003722,10,10,1,4
1014,22-06-2022,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10003748,1410,1620,13,3
1015,21-06-2023,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003198,90,100,1,2
1016,07-03-2023,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004100,30,30,5,5
1017,23-08-2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10002191,10,10,2,3
1018,26-08-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000965,130,160,3,2
1019,11-08-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10004188,110,120,5,2
1020,14-07-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001526,490,600,5,5
1021,20-03-2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,OFF-AR-10001166,20,20,3,3
1022,29-12-2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,FUR-CH-10000309,1080,1270,3,3
1023,26-11-2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,TEC-MA-10004212,1240,1380,8,2
1024,09-03-2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003072,10,10,2,4
1025,03-06-2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000320,10,10,2,3
1026,16-09-2023,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10001166,20,20,3,2
1027,02-04-2022,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10003656,50,60,3,5
1028,05-08-2022,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,TEC-PH-10000148,20,20,2,2
1029,26-03-2022,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,OFF-PA-10000474,160,180,5,5
1030,26-06-2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,TEC-PH-10003885,160,200,3,2
1031,08-08-2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,FUR-CH-10003379,790,850,3,4
1032,06-08-2022,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,FUR-FU-10000629,110,120,9,2
1033,27-03-2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,OFF-LA-10001175,10,10,5,2
1034,02-05-2023,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,OFF-PA-10000955,20,20,3,4
1035,05-06-2022,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10003460,0,0,2,4
1036,10-10-2022,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10000474,10,10,3,4
1037,21-10-2023,Standard Class,Home Office,United States,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,FUR-FU-10003975,80,90,2,3
1038,24-01-2023,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003707,30,40,3,4
1039,06-03-2023,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000203,20,20,7,5
1040,19-04-2022,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10004790,30,30,3,4
1041,23-07-2023,Standard Class,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,FUR-TA-10001095,620,700,4,3
1042,27-09-2022,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10004761,20,30,2,2
1043,27-06-2023,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001811,680,720,3,4
1044,11-12-2022,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001130,10,10,5,3
1045,21-08-2023,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10000055,50,60,9,5
1046,03-05-2022,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,FUR-CH-10002304,230,250,14,4
1047,24-09-2022,Standard Class,Consumer,United States,Miami,Florida,33142,South,Technology,Phones,TEC-PH-10001530,1120,1360,5,5
1048,17-03-2023,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,FUR-FU-10004006,90,100,3,3
1049,23-03-2023,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10000486,930,1110,12,3
1050,08-07-2023,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001606,90,100,1,2
1051,18-01-2023,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000293,140,170,2,3
1052,26-09-2022,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001307,10,10,2,4
1053,10-08-2023,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004460,250,280,9,5
1054,01-09-2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000716,10,10,2,5
1055,16-06-2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004622,100,110,2,4
1056,29-11-2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002735,80,80,3,3
1057,21-12-2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003529,10,10,4,4
1058,13-10-2023,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,3
1059,22-05-2022,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001597,60,70,2,2
1060,09-07-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,OFF-FA-10001754,0,0,3,3
1061,11-04-2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003396,100,110,2,2
1062,06-04-2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10002350,50,50,3,5
1063,29-05-2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10004838,10,10,7,4
1064,13-01-2023,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10004757,10,10,3,3
1065,26-12-2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10002115,110,120,3,3
1066,04-05-2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10003059,0,0,1,4
1067,04-06-2023,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10004330,50,60,5,4
1068,04-02-2023,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001146,170,190,4,2
1069,07-09-2023,Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,OFF-SU-10001935,0,0,1,2
1070,01-10-2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10001524,30,30,4,5
1071,30-01-2022,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003732,20,20,7,3
1072,05-07-2023,Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10001970,30,30,3,2
1073,27-08-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,10,10,2,3
1074,11-10-2022,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003727,10,10,5,3
1075,04-05-2022,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10004967,0,0,7,3
1076,23-12-2023,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,TEC-AC-10003447,30,30,2,4
1077,28-04-2023,First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,OFF-AR-10000255,30,40,7,4
1078,08-09-2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10002191,100,120,2,5
